count;token;matched
1;eischerichia;escherichia
1;elastose;blastose
1;elective;selective
1;electomecanique;electromecanique
1;electrlytiques;electrolytiques
1;electro6mecanique;electro-mecanique electromecanique
1;electrolitique;electrolytique
1;elevees;elevee eleves
1;embilie;embolie
1;emble;emblee embole
1;embleee;emblee
1;embles;emblee emboles
1;emboilique;embolique
1;emeningiome;meningiome
1;emery;mery
1;emphysemefibrose;emphyseme-fibrose
1;emyocarde;myocarde
1;enceephalique;encephalique
1;encepalite;encephalite enceplalite
1;encephaliqe;encephalique encephalite
1;encephaloopathie;encephalopathie
1;encephalopahie;encephalopathie
1;encephaloparthie;encephalopathie
1;encephalopathies;encephalopathie
1;encephalopathioe;encephalopathie
1;encephalopathoie;encephalopathie
1;encephalopatrhie;encephalopathie
1;encephalopoathie;encephalopathie
1;encephamopathie;encephalopathie
1;enchephalique;encephalique
1;encocardite;endocardite
1;encombrerment;encombrement
1;encombrment;encombrement
1;endacteriectomie;endarteriectomie
1;endarterictomie;endarteriectomie
1;endarteriectiomie;endarteriectomie
1;endobroncique;endobronchique
1;endocardirte;endocardite
1;endocartite;endocardite
1;endocine;endocrine
1;endooesophagienne;endo-oesophagienne
1;endoprotheses;endoprothese
1;endoscopiques;endoscopique
1;enephalopathie;encephalopathie
1;enfection;infection
1;engaegement;engagement
1;engagements;engagement
1;engainant;engainante
1;engangement;engagement
1;enleve;eleve
1;entero-bacter;enterobacter
1;entero-entetale;entero-enterale
1;enterobbacter;enterobacter
1;enterobecter;enterobacter
1;enteroccoque;enterocoque
1;enterocutanee;entero-cutanee
1;entrainer;entraine entraineur
1;envahissante;envahissant envahissants
1;eoluee;evoluee
1;eopidurite;epidurite
1;eoplasie;neoplasie
1;epanchelment;epanchement
1;epi;cpi ei ep epc epo
1;epidemidis;epidermidis
1;epiderdidis;epidermidis
1;epidermedis;epidermidis
1;epidermmoide;epidermoide
1;epidermoie;epidermoide
1;epidermoiide;epidermoide
1;epidermoise;epidermoide
1;epidermpoide;epidermoide
1;epidernoide;epidermoide
1;epiglotique;epiglottique
1;epilepsue;epilepsie
1;epiletique;epileptique
1;epilpepsies;epilepsies
1;eplepsie;epilepsie
1;epsis;sepsis
1;eptique;optique peptique septique
1;equerant;requerant
1;equilibrer;equilibre equilibree
1;ere;1ere erv mere pere pre
1;erespiratoire;respiratoire
1;erisipele;erysipele
1;ern;en erv prn
1;erydipele;erysipele
1;erysispele;erysipele
1;eryspipele;erysipele
1;escarrhe;escarre
1;esch;sch
1;eschericia;escherichia
1;escrre;escarre
1;esherichia;escherichia
1;esploration;exploration
1;esscarres;escarres
1;essudative;exsudative
1;etandu;etendu
1;etelectasie;atelectasie
1;ethiologie;etiologie
1;ethulique;ethylique
1;ethyliisme;ethylisme
1;etiologoe;etiologie
1;etiquetees;etiquetee etiquetes
1;etiquette;etiquete etiquetee
1;etiquettes;etiquetes
1;etiqutee;etiquetee
1;etologie;etiologie
1;etreme;extreme
1;evac;eva evc vac
1;evahissement;envahissement
1;evaluation;evacuation
1;evlolue;evolue
1;evlution;evolution
1;evol;vol
1;evollution;evolution
1;evoluante;evoluant
1;evoluation;evolution
1;evolutifs;evolutif
1;evolutipon;evolution
1;evoluution;evolution
1;evoluytion;evolution
1;evotution;evolution
1;evvolution;evolution
1;ewwing;ewing
1;exatrapyramidal;extrapyramidal
1;exes;axes ees exces
1;explor2;explore
1;explores;explore
1;expostion;exposition
1;exserese;exerese
1;ext;et ex
1;extensions;extension
1;exteriorises;exteriorise exteriorisee exteriorisees
1;extesion;extension
1;extra-pontine;extrapontine
1;extrathoracique;extra-thoracique
1;extrme;extreme
1;fab;ab fa fac fas fav lab
1;facialesi;faciales
1;fair;air fahr faim fait hair
1;faite;fait fuite
1;falot;fallot
1;fatal;fatale
1;fauses;causes fausses fautes pauses
1;favorisees;favorisee
1;fce;ace cce ce face fcf fcp fcs mce tce
1;fefaillance;defaillance
1;fej;fer feu
1;fem;dem fer feu gem nem
1;femiur;femur
1;femoralei;femorale femorales
1;femorao-poplite;femoro-poplite
1;femu;femur feu
1;femural;femoral
1;femurale;femorale
1;femure;femur femurs
1;fepatique;hepatique
1;ffibrose;fibrose
1;fibbrillation;fibrillation
1;fiblillation;fibrillation
1;fibrallation;fibrillation
1;fibriallation;fibrillation
1;fibrillationn;fibrillation fibrillations
1;fibrillatiopn;fibrillation
1;fibrillatiuon;fibrillation
1;fibro;fibre
1;fibroemphysemateuses;fibro-emphysemateuses
1;fibrtillation;fibrillation
1;fiibrillation;fibrillation
1;fine;aine fin fixe kine line mine sine
1;fisctule;fistule
1;fistula;fistule
1;fistumle;fistule
1;fisule;fistule
1;flaboyant;flamboyant
1;flamme;flammes
1;foecalome;fecalome
1;fonctionneelle;fonctionnelle
1;fontions;fonctions
1;form;forme fort
1;formel;forme formol
1;fraccture;fracture
1;fractue;fracture
1;fracutre;fracure
1;fragilisee;fragilise
1;fragilites;fragilite
1;frcture;farcture fracture friture
1;freqence;frequence
1;friedrich;friedreich
1;fronto-caleux;fronto-calleux
1;frontoparietal;fronto-parietal frontoparietale
1;frotale;frontale
1;fuminante;fulminante
1;fundiques;fundique
1;gabatisation;grabatisation
1;gamapathie;gammapathie
1;gamme;gamma
1;ganaglionnaires;ganglionnaires
1;gancglionnaire;ganglionnaire
1;gand;gant gland grand
1;gangionnaire;ganglionnaire
1;ganglioglioma;gangliogliome
1;ganglionnairs;ganglionnaire ganglionnaires
1;ganglionnanires;ganglionnaires
1;ganglionnnaires;ganglionnaires
1;ganglioonaires;ganglionaires ganglionnaires
1;gangrenne;gangrene gangrenee
1;ganrene;gangrene
1;gasrique;gastrique
1;gasro-enterite;gastro-enterite
1;gastero-enterite;gastro-enterite
1;gastique;gastrique
1;gastreoenterite;gastroenterite
1;gastro-oeosophagien;gastro-oesophagien
1;gastro6enterite;gastro-enterite gastroenterite
1;gastrointestinale;gastro-intestinale
1;gastrstomie;gastostomie gastrostomie gastrotomie
1;gatrique;gastrique
1;gatro-enterite;gastro-enterite
1;gaucche;gauche gauiche
1;gauch;gauche
1;gaudhe;gauche
1;gauhe;gache gauche
1;gavc;avc bavc gave
1;gayet;galet
1;gde;de gd gpe pde
1;geeral;general
1;genenale;generale
1;genese;genes
1;genglionnaire;ganglionnaire
1;genous;genou genoux
1;genreral;general
1;gentaline;gentalline
1;gerstmann-straussler-scheinher;gerstmann-straussler-scheinker
1;gestes;geste
1;gge;age ggl gpe ige oge
1;ggs;ggl
1;gingivomandibulaire;gingivo-mandibulaire
1;gioblastome;glioblastome
1;gir2;gir
1;gladoli;gladioli
1;glasgow3;glasgow
1;glioblatome;glioblastome
1;glioblstome;glioblastome
1;glissment;glissement
1;globable;globale
1;globlastome;glioblastome
1;glssement;glissement
1;goopasture;goodpasture
1;gouerot-sjogren;gougerot-sjogren
1;grabatairer;grabataire
1;grabataite;grabataire
1;grabatatire;grabataire
1;grabateriqation;grabaterisation
1;grabaterisations;grabaterisation
1;grabatisationh;grabatisation
1;grabatsisation;grabatisation
1;grabrtaire;grabataire
1;grabtaire;grabataire
1;grabtisation;grabatisation
1;grade3;grade
1;gramm;gram gram- gram+
1;grangrene;gangrene
1;granien;cranien
1;grans;grains grand grands gras
1;gravis;graves
1;gravisssime;gravissime
1;grill;brill gril grille
1;grippea;grippe
1;grossese;grosses grossesse
1;guerrie;guerie guerre
1;haemophylus;haemophilus
1;hap;aap ap gap haa had hag hbp hnp hrp htap htp map oap sap tap
1;hauteurt;hauteur
1;hbv;cbv ebv hb hbc hbp hbs hiv hpv hsv
1;hdi;di hdl hdt
1;heapatite;hepatite
1;hebdomadaire;hebdomadaires
1;heidenhaim;heidenhain
1;helmatome;hematome
1;helorragique;hemorragique
1;hemaorragie;hemorragie
1;hemathemese;hematemese
1;hematite;hepatite
1;hematorachis;hematorrachis
1;hematurie ;hematurie hematuries
1;hemeplegie;hemiplegie
1;hemetemese;hematemese
1;hemi;semi
1;hemiglegie;hemiplegie
1;hemimegalencephalie;hemi-megalencephalie
1;hemiparesi;hemiparesie
1;hemipherique;hemispherique
1;hemmodynamique;hemodynamique
1;hemngio-endotheliome;hemangio-endotheliome
1;hemocculture;hemoculture
1;hemodynamiiue;hemodynamique
1;hemodynmique;hemodynamique
1;hemoirragie;hemorragie
1;hemopericard;hemopericarde
1;hemopertoine;hemoperitoine
1;hemophilus;haemophilus
1;hemophylie;hemophilie
1;hemoraagique;hemorragique
1;hemoragies;hemorragies
1;hemorhagie;hemorragie
1;hemorrage;hemorragie
1;hemorraggique;hemorragique
1;hemorraghie;hemorragie
1;hemorraghies;hemorragies
1;hemorragiqe;hemorragie hemorragique
1;hemorragiquse;hemorragique
1;hemorraigque;hemorragque
1;hemorrgique;hemorragique
1;hemorrhagie;hemorragie
1;hemorrhagique;hemorragique
1;hemorrragique;hemorragique
1;hemortragie;hemorragie
1;hemotome;hematome
1;hemotysie;hemoptysie
1;hempiplegie;hemiplegie
1;hemrragie;hemorragie
1;henaturie;hematurie
1;heoatite;hepatite
1;heoatocellulaire;hepatocellulaire
1;heorragie;hemorragie
1;hep;ep gep hbp he hed hnp hrp htp sep tep
1;hepaique;hepatique
1;hepatitec;hepatite hepatites
1;hepato-celllulaire;hepato-cellulaire
1;hepato-pulmonaires;hepato-pulmonaire
1;hepatocacinome;hepatocarcinome
1;hepatocarninome;hepatocarcinome
1;hepatocelluraire;hepatocellulaire
1;hepatoique;hepatique
1;hepatomegallie;hepatomegalie
1;hepatrique;hepatique
1;hepayique;hepatique
1;heptatiques;hepatiques
1;her;1er eer fer he hed hnr mer per rer ter
1;herceptine;herceptin
1;heterotopies;heterotopie
1;heterozygotes;heterozygote
1;hinhalation;inhalation
1;hiv1;hiv hiv+ hiv3 hiv4 hivg hsv1
1;hmorragie;hemorragie
1;hoc;choc hbc hc hic hvc loc toc
1;hodghkin;hodgkin
1;hodghkinien;hodgkinien
1;hodgikinien;hodgkinien
1;hodgkien;hodgkin
1;hodjkinien;hodgkinien
1;hodkin;hodgkin
1;hommogreffe;homogreffe
1;homolateral;homolaterale
1;homonotherapie;hormonotherapie
1;hormonoresistant;hormono-resistant
1;hosgkinien;hodgkinien hogkinien
1;hpa;bpa cpa dpa haa hla hpn hpv hsa hta spa
1;hpatique;hepatique spatique
1;hres;pres tres
1;htpertension;hypertension
1;hugtington;huntington
1;humerakle;humerale
1;hutington;huntington
1;hyatale;hiatale
1;hydo-electrolytique;hydro-electrolytique
1;hydonephrose;hydronephrose
1;hydro-electrolitiques;hydro-electrolytiques
1;hydroelectolytiques;hydroelectrolytiques
1;hydroelectriques;hydro-electriques
1;hydroelectrolitique;hydroelectrolytique
1;hydronephose;hydronephrose
1;hydrossodee;hydro-sodee hydrosodee
1;hyertension;hypertension
1;hyertensive;hypertensive
1;hylinose;hyalinose
1;hymomaniaque;hypomaniaque
1;hyoertrophie;hypertrophie
1;hyokaliemie;hypokaliemie
1;hyoxemiante;hypoxemiante
1;hypecapnique;hypercapnique
1;hypemetabolisme;hypermetabolisme hypometabolisme
1;hyperapnie;hypercapnie
1;hypercanique;hypercapnique
1;hypercaonique;hypercapnique
1;hypercapniq;hypercapnie
1;hypercapniques;hypercapnique
1;hypercpnique;hypercapnique
1;hyperexitabilite;hyperexcitabilite
1;hyperglycemies;hyperglycemie
1;hyperhydratatioon;hyperhydratation
1;hyperkalemie;hyperkaliemie
1;hyperkalielie;hyperkaliemie
1;hyperkaliemeie;hyperkaliemie
1;hyperkalimemie;hyperkaliemie
1;hyperkalliemie;hyperkaliemie
1;hyperkliemie;hyperkaliemie
1;hyperleucocitose;hyperleucocytose
1;hypernaremie;hypernatremie
1;hypernatriemie;hypernatremie
1;hyperosmolair;hyperosmolaire
1;hyperpefusion;hyperperfusion
1;hypersensibilte;hypersensibilite
1;hypertensione;hypertension hypertensions
1;hypertesion;hypertension
1;hypertherrmie;hyperthermie
1;hypertophie;hypertrophie
1;hypertophique;hypertrophique
1;hypioxique;hypoxique
1;hypoalbumineme;hypoalbuminemie
1;hypodemite;hypodermite
1;hypoglycemiquie;hypoglycemique
1;hypokinetiqye;hypokinetique
1;hypoknetique;hypokinetique
1;hypothiroidie;hypothyroidie
1;hypothyroide;hypothyroidie
1;hypotthyroidie;hypothyroidie
1;hypoventillation;hypoventilation
1;hypovolemeique;hypovolemique
1;hypoxemiate;hypoxemiante
1;hypoxeminte;hypoxemiante
1;hypoxiemiante;hypoxemiante
1;hypoximique;hypoxemique
1;hypoxiue;hypoxie hypoxique
1;hypoyhyroidie;hypothyroidie
1;hypoyolemie;hypovolemie
1;iague;bague vague
1;iaim;faim
1;ibnsuffisance;insuffisance
1;ibrillation;fibrillation
1;icardi;aicardi
1;ice;ace cce ce ic ica icc icd icf icg icr ige ile mce tce
1;ictera;ictere
1;icteriques;icterique
1;ictero;ictere
1;idem;adem dem idm
1;idifferencie;differencie indifferencie
1;idopathique;idiopathique
1;iflammatoire;inflammatoire
1;iinfection;infection
1;iins;ains pins
1;iintraperitoneal;intraperitoneal
1;iirc;irc
1;ijnsuffisance;insuffisance
1;ileae;ileal ileale
1;ileo6colique;ileo-colique ileocolique
1;ileocolite;ileo-colite
1;iliopubienne;ilio-pubienne
1;ilique;iliaque
1;immnunodepression;immunodepression
1;immundodepression;immunodepression
1;immuno-depression;immunodepression
1;immunodepresssion;immunodepression
1;immunosupresseur;immunosuppresseur
1;implatation;implantation
1;impossibilte;impossibilite
1;inalation;inflation inhalation
1;inarctus;infarctus
1;inatendue;inattendue
1;incarctus;infarctus
1;incohercible;incoercible
1;incohercibles;incoercibles
1;incompetance;incompetence
1;incontrolables;incontrolable
1;inconu;inconnu
1;incoonue;inconnue
1;ind;icd id igd in inf inr ivd
1;inde;index iode
1;indederminee;indeterminee
1;indefferencie;indifferencie
1;indeterminees;indeterminee
1;indeterrminee;indeterminee
1;indiferrencie;indifferrencie
1;inditerminee;indeterminee
1;inection;infection injection
1;inerstitielle;interstitielle
1;infacrctus;infarctus
1;infactieuse;infectieuse
1;infactoide;infarctoide
1;infarcts;infarctus
1;infarctue;infarctus
1;infarcturs;infarctus
1;infarctuse;infarctus
1;infarcus;infarctus
1;infecteuse;infectieuse
1;infecteux;infectieux
1;infectieusr;infectieuse
1;infectieuxe;infectieuse infectieux
1;infectiex;infectieux
1;infectio;infection
1;infectizeuse;infectieuse
1;infectoeuse;infectieuse
1;infectrion;infection
1;infectueuse;infectieuse
1;infectus;infectes
1;infedtion;infection
1;infeieur;inferieur
1;infereurs;inferieurs
1;inferieiurs;inferieurs
1;inferiers;inferieurs
1;inferiur;inferieur
1;infermite;infirmite
1;infiltarnt;infiltant
1;infiltrantl;infiltrant infiltrante
1;infirm;infirme
1;infirmee;infirme
1;infitrative;infiltrative
1;infra-tentoriel;infratentoriel
1;inguinbale;inguinale
1;inguinoscrotale;inguino-scrotale
1;ingunale;inguinale
1;inhalaion;inhalation
1;inhalataion;inhalation
1;inhalatioon;inhalation
1;inhale;inhales
1;inhaltation;inhalation
1;inhlalation;inhalation
1;initiales;initiale
1;injectes;infectes injecte insectes
1;innexplique;inexplique
1;innopine;innomine inopine
1;inntestinale;intestinale
1;inodation;inondation
1;inschemique;ischemique
1;instables;instable
1;institutionnalisaton;institutionnalisation
1;insuffasance;insuffisance
1;insufffisances;insuffisances
1;insuffiant;insuffisant
1;insuffiosance;insuffisance
1;insuffisa2nce;insuffisance
1;insuffisabce;insuffisance
1;insuffisancec;insuffisance insuffisances
1;insuffisancre;insuffisance
1;insuffisancs;insuffisance insuffisances insuffisants
1;insuffisancxe;insuffisance
1;insuffisancz;insuffisance
1;insuffiscance;insuffisance
1;insuffisence;insuffisance
1;insuffisqance;insuffisance
1;insuffizance;insuffisance
1;insuffosance;insuffisance
1;insuffssance;insuffisance
1;insufiisance;insuffisance
1;insufisante;insuffisante
1;insuino-necessitant;insulino-necessitant
1;insulindependant;insulinodependant
1;insulino-depandant;insulino-dependant
1;insulino6dependant;insulino-dependant insulinodependant
1;insulinodependent;insulinodependant
1;insulinoqrequerant;insulino-requerant
1;insulno-requerant;insulino-requerant
1;intacellulaire;intracellulaire
1;intaparenchymateux;intraparenchymateux
1;intersitielle;interstitielle
1;intersititielle;interstitielle
1;interventriculiaire;interventriculaire
1;interventriculire;interventriculaire
1;intesinale;intestinale
1;intioxication;intoxication
1;intolerence;intolerance
1;intoxixation;intoxication
1;intra-canallaire;intra-canalaire
1;intra-cellulaires;intra-cellulaire
1;intra-venticulaire;intra-ventriculaire
1;intraabdominal;intra-abdominal
1;intrabronchique;intra-bronchique
1;intracellulaie;intracellulaire intracellulare
1;intracraienne;intracranienne
1;intracranioenne;intracranienne
1;intracrannien;intracranien
1;intracrebrale;intracerebrale
1;intracrnienne;intracranienne
1;intrafamiliale;intra-familiale
1;intraparemchymateux;intraparenchymateux
1;intraparenchimateuse;intraparenchymateuse
1;intraprenchymateux;intraparenchymateux
1;intrauterin;intra-uterin
1;intrauterine;intra-uterine
1;intraveineuses;intra-veineuses intraveineuse
1;intrcranienne;intracranienne
1;intubations;intubation
1;intubee;intube
1;intubtion-ventilation;intubation-ventilation
1;inusuffisance;insuffisance
1;inxplique;inexplique
1;ionoques;ioniques
1;ique;tique
1;irrhose;cirrhose
1;isch2mie;ischemie
1;ischeique;ischemique
1;ischemaique;ischemique
1;ischemei;ischemi
1;ischemeie;ischemie
1;ischemeique;ischemique
1;ischemiique;ischemique
1;ischemikque;ischemique
1;ischemiqe;ischemie ischemique
1;ischemiqie;ischemique
1;ischemiqu;ischemique
1;ischemir;ischemi ischemie
1;ischemisue;ischemique
1;ischemiue;ischemie ischemique
1;ischemques;ischemiques
1;ischepique;ischemique
1;ischeumique;ischemique
1;ischhemique;ischemique
1;ischimie;ischemie
1;ischimique;ischemique
1;ischmie;ischemie
1;iscjhemique;ischemique
1;iscvhemique;ischemique
1;ish2mique;ishemique
1;isole;isolee
1;isous;sous
1;isschemie;ischemie
1;isschemique;ischemique
1;issu;issue tissu
1;isur;sur
1;isxhemique;ischemique ishemique
1;itra;atra intra ira
1;itteratifs;iteratifs
1;j14;14 c14 t14
1;j15;115 15 c15
1;j20;20 220
1;j21;21
1;jame;jambe lame rame
1;jan;an jak pan van
1;jonctionelle;jonctionnelle
1;jous;joue joues jours mous sous
1;juge;jude luge
1;jugulee;jugule
1;juguler;jugule
1;kgm2;gm2
1;kgs;kg
1;klebsciella;klebsiella
1;korsackov;korsakov
1;korsakof;korsakoff korsakov
1;labdomen;abdomen
1;labdominale;abdominale
1;lachee;lacher lactee
1;lacoustique;acoustique
1;lacr;acr lac lcr
1;ladenome;adenome
1;laeg;aeg leg
1;lair;air clair hair lai laid lait
1;laire;aire claire glaire laine paire
1;lamanite;amanite
1;lamikacine;amikacine
1;lamiodarone;amiodarone
1;lamoxicilline;amoxicilline
1;lamputation;amputation
1;lams;ams lam lam0 lam1 lam2 lam3 lam4 lam5 lam6 lam7 lame sams
1;lanastomose;anastomose
1;lance;lange
1;lanevrysme;anevrysme
1;languye;langue
1;lannonce;annonce
1;lanse;anse danse lange
1;lapg;apg
1;laporotomie;laparotomie
1;lappareil;appareil
1;lapparition;apparition
1;lappendice;appendice
1;lapport;apport rapport
1;laqueduc;aqueduc
1;laringe;larynge
1;laringectomie;laryngectomie
1;larrivee;arrivee
1;laryngo;larynge
1;lassistance;assistance
1;laterobasal;latero-basal
1;laterocervicale;latero-cervicale laterocervical
1;latteinte;atteinte
1;lattention;attention
1;latterale;laterale
1;lavant;avant
1;lavant-bras;avant-bras
1;lavc;avc bavc lac
1;lavoie;lavoir
1;laxe;axe lame laxa luxe
1;laymphangite;lymphangite
1;leate;lente
1;leau;eau lead peau seau
1;lecemie;leucemie
1;lechographie;echographie
1;lege;leg leger loge luge
1;lelan;elan
1;lendocol;endocol
1;lenfant;enfant
1;lensemble;ensemble
1;lenvahissement;envahissement
1;lepo;epo
1;lepuration;epuration
1;lescalier;escalier
1;lescarre;escarre
1;lese;leser lyse
1;lesios;lesion lesions
1;let;et jet le leg lent lit net
1;leta;beta lata meta
1;lete;lente rete tete
1;letiologie;etiologie
1;letranger;etranger
1;leucemime;leucemie leucemise
1;leucemisee;leucemise
1;leuceumie;leucemie
1;leucmie;leucemie
1;leucoaencephalopathie;leuco-encephalopathie leucoencephalopathie
1;leucuemie;leucemie
1;levacuation;evacuation
1;levenement;evenement
1;lewis;lewi
1;lewis-santi;lewis-santy
1;lexcision;excision
1;lexerese;exerese
1;lexposition;exposition
1;leyomyosarcome;leiomyosarcome
1;lhemi-larynx;hemi-larynx
1;lhemichamp;hemichamp
1;lhemilarynx;hemilarynx
1;lhemiplegie;hemiplegie
1;lhepatite;hepatite
1;libres;fibres libre
1;lide;aide lid lie liee like line vide
1;lidm;idm iidm lid
1;lidt;lid lit
1;lies;lie liee lien lieu
1;liliaque;iliaque
1;limmunodeprime;immunodeprime
1;limurel;imurel
1;lincendie;incendie
1;linduction;induction
1;linnohep;innohep
1;linsuline;insuline
1;liqiide;liquide
1;liquite;liquide
1;lirco;irco
1;lischion;ischion
1;lise;lie liee like line lisse lyse mise pise
1;lissue;issue lisse
1;lisuide;liquide
1;lithotricie;lithotritie
1;lliaque;iliaque
1;llobectomie;lobectomie
1;lmetastases;metastases
1;lnhb;nhb
1;lobair;lobaire
1;lobjet;objet
1;lobturateur;obturateur
1;loca;loc local poca
1;locclusion;occlusion
1;lociregionale;locoregionale
1;lock;kock loc
1;loclisation;localisation
1;loco-regionnal;loco-regional
1;log;leg lig loc loge loi long lsg og
1;lomboaortique;lombo-aortique
1;lombosacree;lombo-sacree lombosacrees
1;lorbite;lobite orbite
1;lorganisme;organisme
1;loro;coro lors
1;lorsakoff;korsakoff
1;low;loc loi lowe
1;lsdt;lsd
1;ltai;lai
1;ltat;etat lcat
1;ltmphome;lymphome
1;lung;long
1;luranium;uranium
1;lymhome;lymphome
1;lympangite;lymphangite
1;lymphagite;lymphangite
1;lymphangioleiomymatose;lymphangioleiomyomatose
1;lymphblastique;lymphoblastique
1;lymphocitaire;lymphocytaire
1;lymphoime;lymphoide lymphome
1;lymphoine;lymphoide
1;lymphomateuses;lymphomateuse
1;lymphoproloferatif;lymphoproliferatif
1;lympphoide;lymphoide
1;lyphome;lymphome
1;lythiase;lithiase
1;m2tastases;metastases
1;m2tastatique;metastatique
1;macker;maker
1;macrocitaire;macrocytaire
1;macrovasculaire;macro-vasculaire microvasculaire
1;madadie;maladie
1;malabsorbtion;malabsorption
1;maladiez;maladie maladies
1;maladioe;maladie maladive
1;malaidie;maladie
1;malaie;malacie malade maladie malaire malaise
1;malformatin;malformatif malformation
1;malhaise;malaise
1;mallleolaire;malleolaire
1;malmadie;maladie
1;malnutition;malnutrition
1;malnutrtion;malnutrition
1;mamadie;maladie
1;mamlpighien;malpighien
1;maoeuvres;manoeuvres
1;marcessens;marcescens
1;marcroadenome;macroadenome
1;marges;larges marge
1;masculine;masculin
1;mase;base case male mare maso masse mate mise mmse
1;masseive;massive
1;massifs;massif
1;masssive;massive
1;massve;masse massive
1;mastoiiennes;mastoidiennes
1;matastatique;metastatique
1;matis;mais mitis
1;mbr;mer mr mur pbr
1;mcno;mono
1;meastases;metastases
1;meastatique;metastatique
1;meatastases;metastases
1;mebre;membre mere
1;mebres;membres metres
1;mecannique;mecanique
1;mecnique;mecanique
1;med;hed meb mer mid mmd msd red
1;mediastinites;mediastinite
1;mediatinale;mediastinale
1;meembres;membres
1;mega-dolichocolon;megadolichocolon
1;megadolochocolon;megadolichocolon
1;meingite;meningite
1;meladie;maladie
1;melaenas;melaena
1;melaniome;melanome
1;melanomme;melanome
1;melene;melena
1;melonome;melanome
1;membress;membres
1;membrs;membre membres
1;memorragique;hemorragique
1;memres;membres metres
1;menbraneuse;membraneuse
1;menbre;membre
1;mendhelson;mendelson
1;menengee;meningee
1;menigee;meningee
1;meningo-radiculite;meningoradiculite
1;meninigiome;meningiome
1;meniongite;meningite
1;merastatique;metastatique
1;mesanterique;mesenterique
1;mesencaphalique;mesencephalique
1;meseterique;mesenterique
1;mesnterique;mesenterique
1;mestastase;metastase
1;met;et jet mat meat meb mer meta mot mst muet net
1;meta2statique;metastatique
1;metaastatique;metastatique
1;metabollique;metabolique
1;metanbolique;metabolique
1;metasase;metastase
1;metasatase;metastase metastatase
1;metasdtases;metastases
1;metasstases;metastases
1;metasstatique;metastatique
1;metastae;metastase
1;metastaes;metastases
1;metastasaes;metastases
1;metastaseos;metastases
1;metastaser;metastase metastasee metastases
1;metastasese;metastasee metastases
1;metastasie;metastase metastasee
1;metastass;metastase metastases
1;metastatases;metastatase
1;metastate;metastase
1;metastates;metastases
1;metastatiqque;metastatique
1;metastatiquee;metastatique metastatiques
1;metastatiquer;metastatique metastatiques
1;metastatisue;metastatique
1;metastatitque;metastatique
1;metastatitue;metastatique
1;metastatque;metastatique
1;metastsases;metastases metatsases
1;metastsses;metastases
1;metasttases;metastases
1;metastyases;metastases
1;metatastatique;metastastatique
1;metatatique;metastatique
1;metatatiques;metastatiques
1;metatsase;metatsases
1;metatstasee;metastasee
1;metazstases;metastases
1;mete;mate mere meta mte rete tete
1;meteastases;metastases
1;metestase;metastase
1;metforrmine;metformine
1;methastatique;metastatique
1;methicillino;methicilline
1;methy-s;methi-s
1;meti-s;methi-s
1;metis;mitis
1;metrastases;metastases
1;metsastases;metastases
1;metstase;metastase
1;mettre;meutre
1;meur;mer mur peur
1;mezenterique;mesenterique
1;mezotheliome;mesotheliome
1;mgl;ggl lgl mal
1;microangiopatie;microangiopathie
1;microavc;micro-avc
1;microinhalations;micro-inhalations
1;microlithiasique;micro-lithiasique
1;micronodules;macronodules micro-nodules
1;midi;mici mid midd
1;midriase;mydriase
1;midt;mid midd
1;mielodysplasique;myelodysplasique
1;mileu;milieu
1;miltiples;multiples
1;minf;inf mine
1;mini;mici mine mni
1;mintal;mental
1;mithochondriopathie;mitochondriopathie
1;mitralae;mitrale
1;mityrale;mitrale
1;mladie;maladie
1;mlaladie;maladie
1;mlti-viscerale;multi-viscerale
1;mmsea;mmse
1;mmultiviscerale;multiviscerale
1;mobilisations;mobilisation
1;mocarde;myocarde
1;moderees;moderee
1;modifie;modifiee momifie
1;moelena;melena
1;moelles;moelle molles
1;moet;mont mort mot muet
1;mol;bol col mal mole mot mou sol vol
1;morbise;morbide
1;morganela;morganella
1;morgani;morganii
1;morphino;morphine
1;mortr;mort morte
1;motirce;motice
1;moyend;moyen moyens
1;mpaladie;maladie
1;mrc;arc irc mac mr mra
1;msenterique;mesenterique
1;msse;masse mise mmse
1;mtastase;metastase
1;mtocarde;myocarde
1;mucose;mucosa mycose
1;mucovicidose;mucoviscidose
1;mukltiviscerale;multiviscerale
1;mulit-visceral;muliti-visceral mulitivisceral
1;muliti;multi
1;mullti-viscerale;multi-viscerale
1;mulltiviscerale;multiviscerale
1;multe;malte multi
1;multi-forme;multiforme
1;multi-heteronodulaire;multi-hetero-nodulaire multiheteronodulaire
1;multi-metastasique;multi-metastatique
1;multi-systemaitisee;multi-systematisee
1;multi-transfusee;multi-transfuse multitransfusee
1;multi-visceralr;multi-visceral multi-viscerale
1;multi-vuscerale;multi-viscerale
1;multi6viscerale;multi-viscerale multiviscerale
1;multicloisone;multicloisonne
1;multie;multi multipe
1;multifactarielle;multifactorielle
1;multifoccale;multifocale
1;multiimetastatique;multi-metastatique multimetastatique
1;multiles;multipes multiples
1;multilingnee;multilignee
1;multilmetastatique;multi-metastatique multimetastatique
1;multimestastase;multimetastase
1;multimetasase;multimetastase
1;multimetastaique;multimetastatique
1;multimetastasie;multimetastase
1;multimetastastique;multimetastatique
1;multimetastatisque;multimetastatique
1;multimetastatque;multimetastatique
1;multio;multi
1;multioperee;multi-operee multiopere
1;multiorgans;multiorganes
